"huc8","name","date","none","d0x","d1x","d2x","d3x","d4x"
"03010102","Middle Roanoke",2007-09-18,0,0,1.03,95.41,3.56,0
"03010102","Middle Roanoke",2007-09-25,0,0,0,96.44,3.56,0
"03010102","Middle Roanoke",2007-10-02,0,0,0,35.73,64.27,0
"03010102","Middle Roanoke",2007-10-09,0,0,0,35.73,64.27,0
"03010102","Middle Roanoke",2007-10-16,0,0,0,35.73,64.27,0
"03010102","Middle Roanoke",2007-10-23,0,0,0,23.34,76.66,0
"03010102","Middle Roanoke",2007-10-30,0,21.52,75.33,3.15,0,0
"03010102","Middle Roanoke",2007-11-06,0,7.22,88.59,4.19,0,0
"03010102","Middle Roanoke",2007-11-13,0,0,76.75,23.25,0,0
"03010102","Middle Roanoke",2007-11-20,0,0,75.21,15.3,9.49,0
"03010102","Middle Roanoke",2007-11-27,0,0,73.83,10.34,13.34,2.49
"03010102","Middle Roanoke",2007-12-04,0,0,73.83,10.34,13.34,2.49
"03010102","Middle Roanoke",2007-12-11,0,0,73.83,10.34,13.34,2.49
"03010102","Middle Roanoke",2007-12-18,0,0,73.83,10.34,13.34,2.49
"03010102","Middle Roanoke",2007-12-25,0,0,73.83,10.34,13.34,2.49
"03010102","Middle Roanoke",2008-01-01,0,0,73.83,10.34,13.34,2.49
"03010102","Middle Roanoke",2008-01-08,0,0,73.83,10.34,13.34,2.49
"03010102","Middle Roanoke",2008-01-15,0,0,73.83,10.34,13.34,2.49
"03010102","Middle Roanoke",2008-01-22,0,0,73.83,10.34,13.34,2.49
"03010102","Middle Roanoke",2008-01-29,0,0,10.44,61.26,23.5,4.8
"03010102","Middle Roanoke",2008-02-05,0,0,10.44,61.26,23.5,4.8
"03010102","Middle Roanoke",2008-02-12,0,0,10.44,61.26,23.5,4.8
"03010102","Middle Roanoke",2008-02-19,0,0,10.44,61.26,23.5,4.8
"03010102","Middle Roanoke",2008-02-26,0,0,10.44,61.26,25.27,3.03
"03010102","Middle Roanoke",2008-03-04,0,0,10.44,61.26,25.27,3.03
"03010102","Middle Roanoke",2008-03-11,0,16.14,40.58,37.87,5.41,0
"03010102","Middle Roanoke",2008-03-18,0,16.14,40.58,37.87,5.41,0
"03010102","Middle Roanoke",2008-03-25,0,16.14,40.58,37.87,5.41,0
"03010102","Middle Roanoke",2008-04-01,0,0,54.45,40.14,5.41,0
"03010102","Middle Roanoke",2008-04-08,0,0,57.05,42.95,0,0
"03010102","Middle Roanoke",2008-04-15,0,0,57.05,42.95,0,0
"03010102","Middle Roanoke",2008-04-22,0,0,100,0,0,0
"03010102","Middle Roanoke",2008-04-29,0,14.81,85.19,0,0,0
"03010102","Middle Roanoke",2008-05-06,0,14.81,85.19,0,0,0
"03010102","Middle Roanoke",2008-05-13,0,100,0,0,0,0
"03010102","Middle Roanoke",2008-05-20,22.44,77.56,0,0,0,0
"03010102","Middle Roanoke",2008-05-27,22.44,77.56,0,0,0,0
"03010102","Middle Roanoke",2008-06-03,22.44,77.56,0,0,0,0
"03010102","Middle Roanoke",2008-06-10,0,86.04,13.96,0,0,0
"03010102","Middle Roanoke",2008-06-17,0,55.65,44.35,0,0,0
"03010102","Middle Roanoke",2008-06-24,0,55.65,44.35,0,0,0
"03010102","Middle Roanoke",2008-07-01,0,54.68,45.32,0,0,0
"03010102","Middle Roanoke",2008-07-08,0,62.74,37.26,0,0,0
"03010102","Middle Roanoke",2008-07-15,0,99.93,0.07,0,0,0
"03010102","Middle Roanoke",2008-07-22,0,99.93,0.07,0,0,0
"03010102","Middle Roanoke",2008-07-29,0,99.93,0.07,0,0,0
"03010102","Middle Roanoke",2008-08-05,0,94.32,5.68,0,0,0
"03010102","Middle Roanoke",2008-08-12,0,0,100,0,0,0
"03010102","Middle Roanoke",2008-08-19,0,0,16.41,83.59,0,0
"03010102","Middle Roanoke",2008-08-26,0,0,16.41,83.59,0,0
"03010102","Middle Roanoke",2008-09-02,0,0,98.4,1.6,0,0
"03010102","Middle Roanoke",2008-09-09,61.68,37.3,1.02,0,0,0
"03010102","Middle Roanoke",2008-09-16,61.68,37.3,1.02,0,0,0
"03010102","Middle Roanoke",2008-09-23,61.68,37.3,1.02,0,0,0
"03010102","Middle Roanoke",2008-09-30,100,0,0,0,0,0
"03010102","Middle Roanoke",2008-10-07,100,0,0,0,0,0
"03010102","Middle Roanoke",2008-10-14,100,0,0,0,0,0
"03010102","Middle Roanoke",2008-10-21,100,0,0,0,0,0
"03010102","Middle Roanoke",2008-10-28,100,0,0,0,0,0
"03010102","Middle Roanoke",2008-11-04,100,0,0,0,0,0
"03010102","Middle Roanoke",2008-11-11,100,0,0,0,0,0
"03010102","Middle Roanoke",2008-11-18,100,0,0,0,0,0
"03010102","Middle Roanoke",2008-11-25,100,0,0,0,0,0
"03010102","Middle Roanoke",2008-12-02,98.25,1.75,0,0,0,0
"03010102","Middle Roanoke",2008-12-09,76.44,23.56,0,0,0,0
"03010102","Middle Roanoke",2008-12-16,100,0,0,0,0,0
"03010102","Middle Roanoke",2008-12-23,100,0,0,0,0,0
"03010102","Middle Roanoke",2008-12-30,100,0,0,0,0,0
"03010102","Middle Roanoke",2009-01-06,100,0,0,0,0,0
"03010102","Middle Roanoke",2009-01-13,100,0,0,0,0,0
"03010102","Middle Roanoke",2009-01-20,100,0,0,0,0,0
"03010102","Middle Roanoke",2009-01-27,100,0,0,0,0,0
"03010102","Middle Roanoke",2009-02-03,100,0,0,0,0,0
"03010102","Middle Roanoke",2009-02-10,0,100,0,0,0,0
"03010102","Middle Roanoke",2009-02-17,0,100,0,0,0,0
"03010102","Middle Roanoke",2009-02-24,0,100,0,0,0,0
"03010102","Middle Roanoke",2009-03-03,0,100,0,0,0,0
"03010102","Middle Roanoke",2009-03-10,0,100,0,0,0,0
"03010102","Middle Roanoke",2009-03-17,26.53,73.47,0,0,0,0
"03010102","Middle Roanoke",2009-03-24,26.53,73.47,0,0,0,0
"03010102","Middle Roanoke",2009-03-31,32.48,67.52,0,0,0,0
"03010102","Middle Roanoke",2009-04-07,27.32,72.68,0,0,0,0
"03010102","Middle Roanoke",2009-04-14,27.32,72.68,0,0,0,0
"03010102","Middle Roanoke",2009-04-21,71.37,28.63,0,0,0,0
"03010102","Middle Roanoke",2009-04-28,71.37,28.63,0,0,0,0
"03010102","Middle Roanoke",2009-05-05,92.29,7.71,0,0,0,0
"03010102","Middle Roanoke",2009-05-12,100,0,0,0,0,0
"03010102","Middle Roanoke",2009-05-19,100,0,0,0,0,0
"03010102","Middle Roanoke",2009-05-26,100,0,0,0,0,0
"03010102","Middle Roanoke",2009-06-02,100,0,0,0,0,0
"03010102","Middle Roanoke",2009-06-09,100,0,0,0,0,0
"03010102","Middle Roanoke",2009-06-16,100,0,0,0,0,0
"03010102","Middle Roanoke",2009-06-23,100,0,0,0,0,0
"03010102","Middle Roanoke",2009-06-30,96.28,3.72,0,0,0,0
"03010102","Middle Roanoke",2009-07-07,96.28,3.72,0,0,0,0
"03010102","Middle Roanoke",2009-07-14,74.23,25.77,0,0,0,0
"03010102","Middle Roanoke",2009-07-21,75.93,24.07,0,0,0,0
"03010102","Middle Roanoke",2009-07-28,72.05,27.95,0,0,0,0
"03010102","Middle Roanoke",2009-08-04,72.05,27.95,0,0,0,0
"03010102","Middle Roanoke",2009-08-11,72.05,27.95,0,0,0,0
"03010102","Middle Roanoke",2009-08-18,71.99,28.01,0,0,0,0
"03010102","Middle Roanoke",2009-08-25,72.05,27.95,0,0,0,0
"03010102","Middle Roanoke",2009-09-01,72.05,27.95,0,0,0,0
"03010102","Middle Roanoke",2009-09-08,93.74,6.26,0,0,0,0
"03010102","Middle Roanoke",2009-09-15,93.74,6.26,0,0,0,0
"03010102","Middle Roanoke",2009-09-22,0,100,0,0,0,0
"03010102","Middle Roanoke",2009-09-29,48.35,51.65,0,0,0,0
"03010102","Middle Roanoke",2009-10-06,49.54,50.46,0,0,0,0
"03010102","Middle Roanoke",2009-10-13,49.54,50.46,0,0,0,0
"03010102","Middle Roanoke",2009-10-20,49.54,50.46,0,0,0,0
"03010102","Middle Roanoke",2009-10-27,17.47,77.64,4.89,0,0,0
"03010102","Middle Roanoke",2009-11-03,86.87,10.06,3.07,0,0,0
"03010102","Middle Roanoke",2009-11-10,86.87,10.06,3.07,0,0,0
"03010102","Middle Roanoke",2009-11-17,100,0,0,0,0,0
"03010102","Middle Roanoke",2009-11-24,100,0,0,0,0,0
"03010102","Middle Roanoke",2009-12-01,100,0,0,0,0,0
"03010102","Middle Roanoke",2009-12-08,100,0,0,0,0,0
"03010102","Middle Roanoke",2009-12-15,100,0,0,0,0,0
"03010102","Middle Roanoke",2009-12-22,100,0,0,0,0,0
"03010102","Middle Roanoke",2009-12-29,100,0,0,0,0,0
"03010102","Middle Roanoke",2010-01-05,100,0,0,0,0,0
"03010102","Middle Roanoke",2010-01-12,100,0,0,0,0,0
"03010102","Middle Roanoke",2010-01-19,100,0,0,0,0,0
"03010102","Middle Roanoke",2010-01-26,100,0,0,0,0,0
"03010102","Middle Roanoke",2010-02-02,100,0,0,0,0,0
"03010102","Middle Roanoke",2010-02-09,100,0,0,0,0,0
"03010102","Middle Roanoke",2010-02-16,100,0,0,0,0,0
"03010102","Middle Roanoke",2010-02-23,100,0,0,0,0,0
"03010102","Middle Roanoke",2010-03-02,100,0,0,0,0,0
"03010102","Middle Roanoke",2010-03-09,100,0,0,0,0,0
"03010102","Middle Roanoke",2010-03-16,100,0,0,0,0,0
"03010102","Middle Roanoke",2010-03-23,100,0,0,0,0,0
"03010102","Middle Roanoke",2010-03-30,100,0,0,0,0,0
"03010102","Middle Roanoke",2010-04-06,100,0,0,0,0,0
"03010102","Middle Roanoke",2010-04-13,100,0,0,0,0,0
"03010102","Middle Roanoke",2010-04-20,100,0,0,0,0,0
"03010102","Middle Roanoke",2010-04-27,100,0,0,0,0,0
"03010102","Middle Roanoke",2010-05-04,86.65,13.35,0,0,0,0
"03010102","Middle Roanoke",2010-05-11,0,100,0,0,0,0
"03010102","Middle Roanoke",2010-05-18,100,0,0,0,0,0
"03010102","Middle Roanoke",2010-05-25,100,0,0,0,0,0
"03010102","Middle Roanoke",2010-06-01,100,0,0,0,0,0
"03010102","Middle Roanoke",2010-06-08,100,0,0,0,0,0
"03010102","Middle Roanoke",2010-06-15,100,0,0,0,0,0
"03010102","Middle Roanoke",2010-06-22,100,0,0,0,0,0
"03010102","Middle Roanoke",2010-06-29,0,100,0,0,0,0
"03010102","Middle Roanoke",2010-07-06,0,77.58,22.42,0,0,0
"03010102","Middle Roanoke",2010-07-13,0,77.58,22.42,0,0,0
"03010102","Middle Roanoke",2010-07-20,0,77.58,22.42,0,0,0
"03010102","Middle Roanoke",2010-07-27,0,0,100,0,0,0
"03010102","Middle Roanoke",2010-08-03,0,56.88,43.12,0,0,0
"03010102","Middle Roanoke",2010-08-10,0,56.88,43.12,0,0,0
"03010102","Middle Roanoke",2010-08-17,0,56.88,43.12,0,0,0
"03010102","Middle Roanoke",2010-08-24,0,98.07,1.93,0,0,0
"03010102","Middle Roanoke",2010-08-31,0,98.07,1.93,0,0,0
"03010102","Middle Roanoke",2010-09-07,0,52.01,47.99,0,0,0
"03010102","Middle Roanoke",2010-09-14,0,52.01,47.99,0,0,0
"03010102","Middle Roanoke",2010-09-21,0,52.01,42.52,5.47,0,0
"03010102","Middle Roanoke",2010-09-28,0,52.01,47.99,0,0,0
"03010102","Middle Roanoke",2010-10-05,24.32,75.68,0,0,0,0
"03010102","Middle Roanoke",2010-10-12,24.32,75.68,0,0,0,0
"03010102","Middle Roanoke",2010-10-19,24.32,75.68,0,0,0,0
"03010102","Middle Roanoke",2010-10-26,24.59,75.41,0,0,0,0
"03010102","Middle Roanoke",2010-11-02,28.42,71.58,0,0,0,0
"03010102","Middle Roanoke",2010-11-09,28.42,71.58,0,0,0,0
"03010102","Middle Roanoke",2010-11-16,26.13,73.87,0,0,0,0
"03010102","Middle Roanoke",2010-11-23,26.13,73.87,0,0,0,0
"03010102","Middle Roanoke",2010-11-30,0,100,0,0,0,0
"03010102","Middle Roanoke",2010-12-07,0,100,0,0,0,0
"03010102","Middle Roanoke",2010-12-14,0,100,0,0,0,0
"03010102","Middle Roanoke",2010-12-21,23.37,76.63,0,0,0,0
"03010102","Middle Roanoke",2010-12-28,23.37,76.63,0,0,0,0
"03010102","Middle Roanoke",2011-01-04,23.52,76.48,0,0,0,0
"03010102","Middle Roanoke",2011-01-11,0,100,0,0,0,0
"03010102","Middle Roanoke",2011-01-18,0,99.87,0.13,0,0,0
"03010102","Middle Roanoke",2011-01-25,0,0,100,0,0,0
"03010102","Middle Roanoke",2011-02-01,0,0,97.01,2.99,0,0
"03010102","Middle Roanoke",2011-02-08,0,0,97.01,2.99,0,0
"03010102","Middle Roanoke",2011-02-15,0,0,97.01,2.99,0,0
"03010102","Middle Roanoke",2011-02-22,0,0,93.53,6.47,0,0
"03010102","Middle Roanoke",2011-03-01,0,0,93.53,6.47,0,0
"03010102","Middle Roanoke",2011-03-08,0,0,99.1,0.9,0,0
"03010102","Middle Roanoke",2011-03-15,0,0,99.1,0.9,0,0
"03010102","Middle Roanoke",2011-03-22,0,0,99.1,0.9,0,0
"03010102","Middle Roanoke",2011-03-29,0,0,99.1,0.9,0,0
"03010102","Middle Roanoke",2011-04-05,0,0,100,0,0,0
"03010102","Middle Roanoke",2011-04-12,0,4.14,95.86,0,0,0
"03010102","Middle Roanoke",2011-04-19,0,100,0,0,0,0
"03010102","Middle Roanoke",2011-04-26,0,100,0,0,0,0
"03010102","Middle Roanoke",2011-05-03,0,100,0,0,0,0
"03010102","Middle Roanoke",2011-05-10,0,100,0,0,0,0
"03010102","Middle Roanoke",2011-05-17,0,100,0,0,0,0
"03010102","Middle Roanoke",2011-05-24,50.08,49.92,0,0,0,0
"03010102","Middle Roanoke",2011-05-31,49.97,50.03,0,0,0,0
"03010102","Middle Roanoke",2011-06-07,49.97,46.1,3.93,0,0,0
"03010102","Middle Roanoke",2011-06-14,42.86,51.15,5.99,0,0,0
"03010102","Middle Roanoke",2011-06-21,43.3,41.08,15.62,0,0,0
"03010102","Middle Roanoke",2011-06-28,43.3,41.08,15.62,0,0,0
"03010102","Middle Roanoke",2011-07-05,43.3,41.08,15.62,0,0,0
"03010102","Middle Roanoke",2011-07-12,87.7,12.3,0,0,0,0
"03010102","Middle Roanoke",2011-07-19,87.7,12.3,0,0,0,0
"03010102","Middle Roanoke",2011-07-26,87.7,12.3,0,0,0,0
"03010102","Middle Roanoke",2011-08-02,87.7,12.3,0,0,0,0
"03010102","Middle Roanoke",2011-08-09,87.7,12.3,0,0,0,0
"03010102","Middle Roanoke",2011-08-16,87.7,12.3,0,0,0,0
"03010102","Middle Roanoke",2011-08-23,87.7,12.3,0,0,0,0
"03010102","Middle Roanoke",2011-08-30,88.94,10.69,0.37,0,0,0
"03010102","Middle Roanoke",2011-09-06,99.18,0.72,0.1,0,0,0
"03010102","Middle Roanoke",2011-09-13,99.18,0.82,0,0,0,0
"03010102","Middle Roanoke",2011-09-20,99.18,0.82,0,0,0,0
"03010102","Middle Roanoke",2011-09-27,99.99,0.01,0,0,0,0
"03010102","Middle Roanoke",2011-10-04,99.99,0.01,0,0,0,0
"03010102","Middle Roanoke",2011-10-11,79.68,20.32,0,0,0,0
"03010102","Middle Roanoke",2011-10-18,99.9,0.1,0,0,0,0
"03010102","Middle Roanoke",2011-10-25,100,0,0,0,0,0
"03010102","Middle Roanoke",2011-11-01,100,0,0,0,0,0
"03010102","Middle Roanoke",2011-11-08,100,0,0,0,0,0
"03010102","Middle Roanoke",2011-11-15,100,0,0,0,0,0
"03010102","Middle Roanoke",2011-11-22,100,0,0,0,0,0
"03010102","Middle Roanoke",2011-11-29,100,0,0,0,0,0
"03010102","Middle Roanoke",2011-12-06,100,0,0,0,0,0
"03010102","Middle Roanoke",2011-12-13,100,0,0,0,0,0
"03010102","Middle Roanoke",2011-12-20,100,0,0,0,0,0
"03010102","Middle Roanoke",2011-12-27,100,0,0,0,0,0
"03010102","Middle Roanoke",2012-01-03,100,0,0,0,0,0
"03010102","Middle Roanoke",2012-01-10,83.26,16.74,0,0,0,0
"03010102","Middle Roanoke",2012-01-17,83.26,16.74,0,0,0,0
"03010102","Middle Roanoke",2012-01-24,83.26,16.74,0,0,0,0
"03010102","Middle Roanoke",2012-01-31,39.01,60.99,0,0,0,0
"03010102","Middle Roanoke",2012-02-07,39.01,56.39,4.6,0,0,0
"03010102","Middle Roanoke",2012-02-14,39.01,56.37,4.62,0,0,0
"03010102","Middle Roanoke",2012-02-21,39.01,56.37,4.62,0,0,0
"03010102","Middle Roanoke",2012-02-28,39.01,56.37,4.62,0,0,0
"03010102","Middle Roanoke",2012-03-06,39.01,56.37,4.62,0,0,0
"03010102","Middle Roanoke",2012-03-13,39.01,56.37,4.62,0,0,0
"03010102","Middle Roanoke",2012-03-20,21.11,72.68,6.21,0,0,0
"03010102","Middle Roanoke",2012-03-27,72.01,27.99,0,0,0,0
"03010102","Middle Roanoke",2012-04-03,72.01,27.99,0,0,0,0
"03010102","Middle Roanoke",2012-04-10,37.25,41.98,20.77,0,0,0
"03010102","Middle Roanoke",2012-04-17,37.25,41.98,20.77,0,0,0
"03010102","Middle Roanoke",2012-04-24,37.17,42.06,20.77,0,0,0
"03010102","Middle Roanoke",2012-05-01,37.17,42.06,20.77,0,0,0
"03010102","Middle Roanoke",2012-05-08,37.17,42.06,20.77,0,0,0
"03010102","Middle Roanoke",2012-05-15,37.19,62.81,0,0,0,0
"03010102","Middle Roanoke",2012-05-22,37.19,62.81,0,0,0,0
"03010102","Middle Roanoke",2012-05-29,75.84,24.16,0,0,0,0
"03010102","Middle Roanoke",2012-06-05,75.84,24.16,0,0,0,0
"03010102","Middle Roanoke",2012-06-12,75.84,24.16,0,0,0,0
"03010102","Middle Roanoke",2012-06-19,75.84,24.16,0,0,0,0
"03010102","Middle Roanoke",2012-06-26,52.85,47.15,0,0,0,0
"03010102","Middle Roanoke",2012-07-03,0,97.59,2.41,0,0,0
"03010102","Middle Roanoke",2012-07-10,0,97.59,2.41,0,0,0
"03010102","Middle Roanoke",2012-07-17,0,99.51,0.49,0,0,0
"03010102","Middle Roanoke",2012-07-24,17.6,81.91,0.49,0,0,0
"03010102","Middle Roanoke",2012-07-31,17.6,81.91,0.49,0,0,0
"03010102","Middle Roanoke",2012-08-07,17.73,81.78,0.49,0,0,0
"03010102","Middle Roanoke",2012-08-14,20.16,79.35,0.49,0,0,0
"03010102","Middle Roanoke",2012-08-21,19.75,79.76,0.49,0,0,0
"03010102","Middle Roanoke",2012-08-28,18.66,80.85,0.49,0,0,0
"03010102","Middle Roanoke",2012-09-04,18.36,81.15,0.49,0,0,0
"03010102","Middle Roanoke",2012-09-11,18.31,81.2,0.49,0,0,0
"03010102","Middle Roanoke",2012-09-18,18.31,81.2,0.49,0,0,0
"03010102","Middle Roanoke",2012-09-25,33.21,66.03,0.76,0,0,0
"03010102","Middle Roanoke",2012-10-02,33.21,66.03,0.76,0,0,0
"03010102","Middle Roanoke",2012-10-09,40.57,58.67,0.76,0,0,0
"03010102","Middle Roanoke",2012-10-16,40.57,58.67,0.76,0,0,0
"03010102","Middle Roanoke",2012-10-23,40.57,58.4,1.03,0,0,0
"03010102","Middle Roanoke",2012-10-30,40.57,58.4,1.03,0,0,0
"03010102","Middle Roanoke",2012-11-06,40.57,58.4,1.03,0,0,0
"03010102","Middle Roanoke",2012-11-13,0,48.37,51.63,0,0,0
"03010102","Middle Roanoke",2012-11-20,0,44.61,55.39,0,0,0
"03010102","Middle Roanoke",2012-11-27,0,0,100,0,0,0
"03010102","Middle Roanoke",2012-12-04,0,0,100,0,0,0
"03010102","Middle Roanoke",2012-12-11,0,0,100,0,0,0
"03010102","Middle Roanoke",2012-12-18,0,0,100,0,0,0
"03010102","Middle Roanoke",2012-12-25,0,0,100,0,0,0
"03010102","Middle Roanoke",2013-01-01,0,0,100,0,0,0
"03010102","Middle Roanoke",2013-01-08,0,0,100,0,0,0
"03010102","Middle Roanoke",2013-01-15,0,56.14,43.86,0,0,0
"03010102","Middle Roanoke",2013-01-22,60.91,39.09,0,0,0,0
"03010102","Middle Roanoke",2013-01-29,60.91,39.09,0,0,0,0
"03010102","Middle Roanoke",2013-02-05,78.11,21.89,0,0,0,0
"03010102","Middle Roanoke",2013-02-12,78.96,21.04,0,0,0,0
"03010102","Middle Roanoke",2013-02-19,78.96,21.04,0,0,0,0
"03010102","Middle Roanoke",2013-02-26,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-03-05,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-03-12,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-03-19,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-03-26,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-04-02,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-04-09,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-04-16,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-04-23,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-04-30,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-05-07,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-05-14,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-05-21,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-05-28,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-06-04,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-06-11,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-06-18,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-06-25,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-07-02,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-07-09,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-07-16,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-07-23,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-07-30,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-08-06,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-08-13,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-08-20,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-08-27,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-09-03,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-09-10,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-09-17,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-09-24,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-10-01,77.57,22.43,0,0,0,0
"03010102","Middle Roanoke",2013-10-08,77.57,22.43,0,0,0,0
"03010102","Middle Roanoke",2013-10-15,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-10-22,100,0,0,0,0,0
"03010102","Middle Roanoke",2013-10-29,59.06,40.94,0,0,0,0
"03010102","Middle Roanoke",2013-11-05,0,100,0,0,0,0
"03010102","Middle Roanoke",2013-11-12,0,100,0,0,0,0
"03010102","Middle Roanoke",2013-11-19,0,100,0,0,0,0
"03010102","Middle Roanoke",2013-11-26,0,100,0,0,0,0
"03010102","Middle Roanoke",2013-12-03,0,100,0,0,0,0
"03010102","Middle Roanoke",2013-12-10,0,100,0,0,0,0
"03010102","Middle Roanoke",2013-12-17,0,100,0,0,0,0
"03010102","Middle Roanoke",2013-12-24,66.18,33.82,0,0,0,0
"03010102","Middle Roanoke",2013-12-31,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-01-07,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-01-14,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-01-21,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-01-28,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-02-04,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-02-11,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-02-18,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-02-25,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-03-04,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-03-11,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-03-18,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-03-25,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-04-01,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-04-08,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-04-15,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-04-22,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-04-29,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-05-06,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-05-13,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-05-20,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-05-27,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-06-03,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-06-10,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-06-17,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-06-24,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-07-01,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-07-08,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-07-15,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-07-22,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-07-29,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-08-05,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-08-12,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-08-19,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-08-26,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-09-02,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-09-09,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-09-16,100,0,0,0,0,0
"03010102","Middle Roanoke",2014-09-23,56.04,43.96,0,0,0,0
"03010102","Middle Roanoke",2014-09-30,40.96,59.04,0,0,0,0
"03010102","Middle Roanoke",2014-10-07,40.96,59.04,0,0,0,0
"03010102","Middle Roanoke",2014-10-14,40.96,59.04,0,0,0,0
"03010102","Middle Roanoke",2014-10-21,63.01,36.99,0,0,0,0
"03010102","Middle Roanoke",2014-10-28,63.01,36.99,0,0,0,0
"03010102","Middle Roanoke",2014-11-04,63.01,36.99,0,0,0,0
"03010102","Middle Roanoke",2014-11-11,60.06,39.94,0,0,0,0
"03010102","Middle Roanoke",2014-11-18,60.06,39.94,0,0,0,0
"03010102","Middle Roanoke",2014-11-25,60.06,39.94,0,0,0,0
"03010102","Middle Roanoke",2014-12-02,60.24,39.76,0,0,0,0
"03010102","Middle Roanoke",2014-12-09,60.24,39.76,0,0,0,0
"03010102","Middle Roanoke",2014-12-16,60.24,39.76,0,0,0,0
"03010102","Middle Roanoke",2014-12-23,60.24,39.76,0,0,0,0
"03010102","Middle Roanoke",2014-12-30,100,0,0,0,0,0
"03010102","Middle Roanoke",2015-01-06,100,0,0,0,0,0
"03010102","Middle Roanoke",2015-01-13,100,0,0,0,0,0
"03010102","Middle Roanoke",2015-01-20,100,0,0,0,0,0
"03010102","Middle Roanoke",2015-01-27,100,0,0,0,0,0
"03010102","Middle Roanoke",2015-02-03,100,0,0,0,0,0
"03010102","Middle Roanoke",2015-02-10,72.63,27.37,0,0,0,0
"03010102","Middle Roanoke",2015-02-17,72.63,27.37,0,0,0,0
"03010102","Middle Roanoke",2015-02-24,72.63,27.37,0,0,0,0
"03010102","Middle Roanoke",2015-03-03,72.63,27.37,0,0,0,0
"03010102","Middle Roanoke",2015-03-10,72.63,27.37,0,0,0,0
"03010102","Middle Roanoke",2015-03-17,72.63,27.37,0,0,0,0
