"site","AgencyCd","SiteName","DecLatVa","DecLongVa","AltVa","AltUnitsNm","WellDepth","WellDepthUnitsNm","NatAquiferCd","NatAqfrDesc","StateCd","StateNm","CountyCd","CountyNm","LocalAquiferCd","LocalAquiferName","SiteType","AquiferType","link"
"CC29L3","NCDWR","Eagle Point",34.289688,-77.767845,26.33,"Feet",24,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",129,"New Hanover County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/cc29l3083603lev.txt"
"CC29L4","NCDWR","Eagle Point",34.289688,-77.767845,25.88,"Feet",178,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",129,"New Hanover County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/cc29l4083604lev.txt"
"CC31U1","NCDWR","New Hanover Correctional Institute",34.26499,-77.92259,22.02,"Feet",30,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",129,"New Hanover County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/cc31u1083606lev.txt"
"CC33O2","NCDWR","Maco",34.289277,-78.156671,59.32,"Feet",36,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/cc33o2083608lev.txt"
"CC33O5","NCDWR","Maco",34.289277,-78.156671,58.31,"Feet",9,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",19,"Brunswick County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/cc33o5083609lev.txt"
"CC38B10","NCDWR","Lake Waccamaw",34.33,-78.53,63.87,"Feet",122,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",47,"Columbus County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/cc38b10083610lev.txt"
"CC38B5","NCDWR","Lake Waccamaw",34.325959,-78.529773,62.425,"Feet",51,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",47,"Columbus County","","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/cc38b5083611lev.txt"
"CC38B6","NCDWR","Lake Waccamaw",34.325959,-78.529773,63.565,"Feet",122,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",47,"Columbus County","","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/cc38b6083613lev.txt"
"CC38B7","NCDWR","Lake Waccamaw",34.325959,-78.529773,66.285,"Feet",678,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",47,"Columbus County","","Lower Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/cc38b7083615lev.txt"
"CC38B8","NCDWR","Lake Waccamaw",34.325959,-78.529773,63.675,"Feet",386,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",47,"Columbus County","","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/cc38b8083616lev.txt"
"CC38B9","NCDWR","Lake Waccamaw",34.325959,-78.529773,63.635,"Feet",514,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",47,"Columbus County","","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/cc38b9083618lev.txt"
"D11V5","NCDWR","N.C. Forestry HQ",36.347527,-76.277474,6.404,"Feet",130,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",139,"Pasquotank County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/d11v5083620lev.txt"
"D20U1","NCDWR","NC Power",36.345265,-77.002514,52.407,"Feet",370,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",91,"Hertford County","Klcf","Lower Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/d20u1083622lev.txt"
"D52L1","NCDWR","Upper Piedmont RS",36.375486,-79.685453,704.57,"Feet",38,"Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers",37,"North Carolina",157,"Rockingham County","Bs","Basement saprolite","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/d52l1083624lev.txt"
"D61X1","NCDWR","Pilot Mtn. Well #2",36.343972,-80.467563,1339.03,"Feet",297,"Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers",37,"North Carolina",171,"Surry County","","Bedrock","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/d61x1083626lev.txt"
"D72Y1","NCDWR","Beaver Creek",36.333751,-81.415068,2850.508,"Feet",270,"Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers",37,"North Carolina",9,"Ashe County","","Bedrock","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/d72y1083628lev.txt"
"DD33Y1","NCDWR","Town Creek",34.171729,-78.165279,31.555,"Feet",50,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/dd33y1083632lev.txt"
"DD33Y3","NCDWR","Town Creek",34.171729,-78.165279,31.875,"Feet",24,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/dd33y3083634lev.txt"
"DD42N1","NCDWR","Clarendon",34.210698,-78.896111,107.038,"Feet",51,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",47,"Columbus County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/dd42n1083635lev.txt"
"DD42N2","NCDWR","Clarendon",34.210698,-78.896111,107.36,"Feet",795,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",47,"Columbus County","Klcf","Lower Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/dd42n2083638lev.txt"
"DD42N3","NCDWR","Clarendon",34.210698,-78.896111,106.298,"Feet",577,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",47,"Columbus County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/dd42n3083639lev.txt"
"DD42N4","NCDWR","Clarendon",34.210698,-78.896111,106.278,"Feet",248,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",47,"Columbus County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/dd42n4083641lev.txt"
"E10U4","NCDWR","Elizabeth City (USCGS)",36.250825,-76.177299,7.249,"Feet",145,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",139,"Pasquotank County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/e10u4083643lev.txt"
"E10U5","NCDWR","Elizabeth City (USCGS)",36.250825,-76.177299,7.479,"Feet",55,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",139,"Pasquotank County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/e10u5083645lev.txt"
"E10U7","NCDWR","Elizabeth City (USCGS)",36.250825,-76.177299,7.269,"Feet",17,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",139,"Pasquotank County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/e10u7083646lev.txt"
"E11Q6","NCDWR","Okisko",36.268972,-76.316238,11.326,"Feet",86,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",139,"Pasquotank County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/e11q6083647lev.txt"
"E13M1","NCDWR","Four Mile Desert",36.295645,-76.463015,16.07,"Feet",49,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",143,"Perquimans County","","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/e13m1083649lev.txt"
"E13M2","NCDWR","Four Mile Desert",36.295645,-76.463015,15.56,"Feet",1019,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",143,"Perquimans County","","Lower Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/e13m2083650lev.txt"
"E13M3","NCDWR","Four Mile Desert",36.295645,-76.463015,15.16,"Feet",351,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",143,"Perquimans County","","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/e13m3083651lev.txt"
"E21S1","NCDWR","St. John",36.267494,-77.105959,57.137,"Feet",33,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",91,"Hertford County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/e21s1083652lev.txt"
"E25L1","NCDWR","Caledonia Prison Farm",36.29416,-77.4454,54.773,"Feet",278,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",83,"Halifax County","","Lower Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/e25l1083654lev.txt"
"E25L2","NCDWR","Caledonia Prison Farm",36.29404,-77.44537,54.623,"Feet",85,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",83,"Halifax County","","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/e25l2083655lev.txt"
"E25L3","NCDWR","Caledonia Prison Farm",36.29408,-77.44532,54.703,"Feet",35,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",83,"Halifax County","","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/e25l3083657lev.txt"
"E38F1","NCDWR","Oxford",36.30473,-78.5829,431.881,"Feet",496,"Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers",37,"North Carolina",77,"Granville County","","Bedrock","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/e38f1083659lev.txt"
"E61C1","NCDWR","Grassy Ridge Well",36.33285,-80.46027,1038.899,"Feet",183,"Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers",37,"North Carolina",171,"Surry County","","Bedrock","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/e61c1083701lev.txt"
"E76Q1","NCDWR","Tater Hill",36.27913,-81.7178,4060.824,"Feet",350,"Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers",37,"North Carolina",189,"Watauga County","","Bedrock","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/e76q1083703lev.txt"
"E76Q2","NCDWR","Tater Hill",36.27959,-81.71772,4061.314,"Feet",40,"Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers",37,"North Carolina",189,"Watauga County","","Saprolite","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/e76q2083704lev.txt"
"EE36K2","NCDWR","Bear Pen",34.128756,-78.338547,60.34,"Feet",1058,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Klcf","Lower Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/ee36k2083705lev.txt"
"EE36K3","NCDWR","Bear Pen",34.128756,-78.338547,60.94,"Feet",52,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/ee36k3083707lev.txt"
"EE36K4","NCDWR","Bear Pen",34.128756,-78.338547,61.06,"Feet",332,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Klpd","Lower Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/ee36k4083708lev.txt"
"EE36K5","NCDWR","Bear Pen",34.128756,-78.338547,61.5,"Feet",654,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/ee36k5083710lev.txt"
"EE36K6","NCDWR","Bear Pen",34.128756,-78.338547,60.27,"Feet",110,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/ee36k6083712lev.txt"
"EE36K8","NCDWR","Bear Pen",34.128756,-78.338547,61.06,"Feet",110,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/ee36k8083713lev.txt"
"EE36K9","NCDWR","Bear Pen",34.128756,-78.338547,61.1,"Feet",9,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",19,"Brunswick County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/ee36k9083714lev.txt"
"EE39O4","NCDWR","Nakina",34.125932,-78.663792,57.829,"Feet",208,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",47,"Columbus County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/ee39o4083716lev.txt"
"EE39O5","NCDWR","Nakina",34.13,-78.66,58.1,"Feet",588,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",47,"Columbus County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/ee39o5083717lev.txt"
"EE39O6","NCDWR","Nakina",34.125932,-78.663792,57.899,"Feet",308,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",47,"Columbus County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/ee39o6083719lev.txt"
"F10K3","NCDWR","Weeksville Elementary",36.205757,-76.166895,3.259,"Feet",60,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",139,"Pasquotank County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/f10k3083721lev.txt"
"F10K4","NCDWR","Weeksville Elementary",36.205757,-76.166895,3.539,"Feet",75,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",139,"Pasquotank County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/f10k4083722lev.txt"
"F11I4","NCDWR","Halls Creek",36.219541,-76.276379,0.436,"Feet",70,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",139,"Pasquotank County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/f11i4083725lev.txt"
"F13W1","NCDWR","Perquimans",36.169167,-76.451667,12.189,"Feet",339,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",143,"Perquimans County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/f13w1083726lev.txt"
"F19V2","NCDWR","Cremo",36.16752,-76.938703,65.527,"Feet",80,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",15,"Bertie County","","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/f19v2083728lev.txt"
"F19V3","NCDWR","Cremo",36.16752,-76.938703,65.927,"Feet",225,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",15,"Bertie County","","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/f19v3083730lev.txt"
"F19V4","NCDWR","Cremo",36.16752,-76.938703,65.777,"Feet",1038,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",15,"Bertie County","","Lower Cretaceous","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/f19v4083732lev.txt"
"F19V5","NCDWR","Cremo",36.16752,-76.938703,65.497,"Feet",600,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",15,"Bertie County","","Lower Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/f19v5083734lev.txt"
"F19V6","NCDWR","Cremo",36.16752,-76.938703,65.397,"Feet",431,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",15,"Bertie County","","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/f19v6083736lev.txt"
"F22B1","NCDWR","Roxobel",36.238763,-77.18695,73.001,"Feet",325,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",15,"Bertie County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/f22b1083738lev.txt"
"F22B2","NCDWR","Roxobel",36.238763,-77.18695,72.611,"Feet",441,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",15,"Bertie County","Klcf","Lower Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/f22b2083740lev.txt"
"F22B3","NCDWR","Roxobel",36.238763,-77.18695,73.022,"Feet",40,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",15,"Bertie County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/f22b3083742lev.txt"
"F22B5","NCDWR","Roxobel",36.238763,-77.18695,72.006,"Feet",610,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",15,"Bertie County","Klcrt","Lower Cretaceous","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/f22b5083744lev.txt"
